Con,Contp,PP,PPName,Reg,AgtId,Agt,Dat,Status,Lgt,N_characters,Agtp,Stage,StageSub,Part,ThrdPart,OthAgr,Loc1ISO,Loc2ISO,Loc1GWNO,Loc2GWNO,UcdpCon,UcdpAgr,PamAgr,CowWar,GCh,GChRhet,GChAntid,GChSubs,GChOth,GDis,GDisRhet,GDisAntid,GDisSubs,GDisOth,GAge,GAgeRhet,GAgeAntid,GAgeSubs,GAgeOth,GMig,GMigRhet,GMigAntid,GMigSubs,GMigOth,GRa,GRaRhet,GRaAntid,GRaSubs,GRaOth,GRe,GReRhet,GReAntid,GReSubs,GReOth,GInd,GIndRhet,GIndAntid,GIndSubs,GIndOth,GOth,GOthRhet,GOthAntid,GOthSubs,GOthOth,GRef,GRefRhet,GRefSubs,GRefOth,GSoc,GSocRhet,GSocAntid,GSocSubs,GSocOth,GeWom,GeMe,GeMeNu,GeMeOth,GeSo,GeLgbti,GeLgbtiPos,GeLgbtiNeg,GeFa,StDef,StGen,StCon,StSd,StRef,StSym,StInd,StUni,StBor,StXbor,Pol,PolGen,PolNewInd,PolNewTemp,ConRen,Cons,Ele,ElecComm,PolPar,PolParTrans,PolParOth,Civso,Tral,Pubad,Polps,PpsSt,PpsSub,PpsEx,PpsOro,PpsOthPr,PpsVet,PpsAut,PpsInt,PpsOth,Terps,TpsSub,TpsLoc,TpsAut,TpsOth,Eps,EpsRes,EpsFis,EpsOth,Mps,MpsMe,MpsJt,MpsPro,MpsOth,HrGen,EqGen,HrDem,Prot,ProtCiv,ProtGrp,ProtLgl,ProtOth,HrFra,HrfSp,HrfBor,HrfTinc,HrfOth,HrCp,CprLife,CprTort,CprEq,CprSlav,CprLib,CprDet,CprFmov,CprFspe,CprFass,CprTria,CprPriv,CprVote,CprReli,CprOth,HrSec,SerProp,SerWork,SerHeal,SerEdu,SerStdl,SerShel,SerSs,SerCult,SerOth,HrNi,HrNiMe,HrNiNe,HrNiOth,HrIi,HrIiMon,HrIiBod,HrIiOth,HrMob,HrDet,Med,MedGov,MedSubs,MedLog,MedOth,HrCit,CitGen,CitRights,CitDef,CitOth,JusCr,JusCrSp,JusCrSys,JusCrPow,JusEm,JusJu,JusPri,JusTra,Dev,DevSoc,DevHum,DevInfra,NEC,NatRes,IntFu,Bus,Tax,TaxPo,TaxRef,TaxOth,Ban,CenBan,BanPers,BanInt,BanXb,LaRef,LaRefMan,LaRefRet,LaRefOth,LaNom,LaCH,LaCHTa,LaCHIt,LaCHPro,LaCHOth,LaEn,Wat,SsrGua,Ce,CeProv,CeGen,SsrPol,SsrArm,SsrDdr,DdrDemil,DdrProg,SsrInt,SsrPsf,SsrFf,Cor,SsrCrOcr,SsrDrugs,Terr,TjGen,TjAm,TjAmPro,TjSan,TjPower,TjAmBan,TjCou,TjJaNc,TjJaIc,TjMech,TjPrire,TjVet,TjVic,TjMis,TjRep,TjRSym,TjRMa,TjNR,ImUN,ImOth,ImRef,ImPK,ImE,ImSrc
Yemen,Inter-group,45,"Yemen Inter-group Agreements","Middle East and North Africa",2082,"Agreement document between the disputed parties in Bani Al-Amiriya, Bikal Chamber, Mazhar District",2014-08-07,"Multiparty signed/agreed",2,1909,IntraLocal,SubPar,Iss,"Bikal Chamber
Houthis
Governor
Director of Security
Popular Committees
[7 other parties]",,,YEM,,678,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Yemen,Inter-group,45,"Yemen Inter-group Agreements","Middle East and North Africa",2083,"al-Qa'alah and al-Aghbarah Reconciliation Agreement",2014-08-04,"Multiparty signed/agreed",1,1213,IntraLocal,Cea,Ceas,"two tribes of al-Qa’alah and al-Aghbarah
[9 signatories]","good endeavour blessed by Al-Sayyid Ahmed Bihay al-Din Salih al-Sarwari",,YEM,,678,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1
Yemen,Inter-group,45,"Yemen Inter-group Agreements","Middle East and North Africa",2086,"al-Qa'alah and Shubayqa Reconciliation Agreement",2014-08-02,"Multiparty signed/agreed",1,1183,IntraLocal,Cea,Ceas,"al-Qaalah and Shubayqa
[9 signatories, including finger prints]","Al-Sayyid Ahmed Bihay al-Din Salih al-Sarwari ",,YEM,,678,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Yemen,Inter-group,45,"Yemen Inter-group Agreements","Middle East and North Africa",2084,"Agreement between Ansar Allah and the al-Shilali Tribe in al-Ridmah, Ibb",2014-07-15,"Multiparty signed/agreed",1,1572,IntraLocal,Cea,Ceas,"Zayd Mohammed bin Yahya al-Dhari [On behalf of Ansar Allah]
Sheikh Abd al-Wahid Hizam al-Shilali al-Du’am [On behalf of al-Shilali Tribes]","Sheikh Ahmed Salah al-Muqbali [Mediator]","Page 1, This reconciliation is the renewal and extension of the former reconciliation.",YEM,,678,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,1
Yemen,Inter-group,45,"Yemen Inter-group Agreements","Middle East and North Africa",1883,"Agreement between Ansar Allah and Salafists from the al-Noor Centre ",2014-06-26,"Multiparty signed/agreed",1,1850,IntraLocal,Pre,Prin,"The first side: Mr Abd al-Malik Badr al-Din al-Houthi, signed by his representative, Yusuf Abdallah for Ansar Allah [The Houthis]
The second side: Sheikh Muhammad bin Abdullah al-Imam [for the Salafists of the Noor Center]
",,,YEM,,678,,230,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Yemen,Inter-group,45,"Yemen Inter-group Agreements","Middle East and North Africa",1597,"Agreement between al-ʿAwlaqī Tribe and al-Qaeda",2014-05-02,"Multiparty signed/agreed",1,2101,IntraLocal,Cea,Ceas,"al-ʿAwlaqī Tribe: Sheikh Abū Bakr Farīd al-ʿAwlaqī, Chief of the al-Ṣaʿīd District, ʿAlī Bin Hammad al-ʿAwāliq

al-Qaeda: Ahmad ʿĀṭif al-ʿĀtīqī, al-Habashī al-Bārās [al-ʿAwlaqī], Sāliḥ bin Bilʿaīd al-Sālimī.",,,YEM,,678,,230,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Yemen,Government,138,"Yemen peace process","Middle East and North Africa",1509,"Decision on the President of the Republic No. (27) of 2014 forming the Constitutional Drafting Committee",2014-03-08,"Unilateral document",1,2644,Intra,Imp,ExtSub,"President Abd Rabbu Mansour Hadi, Yemen.",,"And the Decision of the President of the Republic No. (5) of 2013 on the establishment of a General Secretary of the Comprehensive National Dialogue Conference,
And the Decision of the President of the Republic No. (10) of 2013 on the establishment of the rules of procedure of the Comprehensive National Dialogue Conference,
And the Decision of the President of the Republic No. (11) of 2013 on the formation of the internal system for the Comprehensive National Dialogue Conference,
And the Decision of the President of the Republic No. (41) of 2013 on the formation of the Conciliation Commission for the Comprehensive National Dialogue Conference,
And the Decision of the President of the Republic No. (2) of 2014 on the Committee for the Delimitation of the Regions,
And the Decision of the President of the Republic No. (26) of 2014 on the determination of the work of the Constitutional Drafting Mechanism,
And on the Comprehensive National Dialogue Conference document,",YEM,,678,,230,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Yemen,Government,138,"Yemen peace process","Middle East and North Africa",1508,"Final Decision on the delimitation of the Federal Regions",2014-02-10,"Unilateral document",5,2638,Intra,Imp,ExtSub,"Regional Delimitation Committee (Government of President Hadi):
Dr ʿAbd al-Karīm ʿAlī al-Iryānī
Muhammad Muhammad Qahtān
Abū Bakr ʿAbd al-Rizaq Bādhīb
Sultān Hizām al-ʿAtwānī
Yāssīn ʿUmar Makāwī
Sālih Ahmad Hubrah
Ghālib ʿAbd Allah Matliq al-Dālʿaī
Dr ʿAbd Allah Sālim Lamlis
Nādiyyah ʿAbd al-ʿAzīz al-Saqāf
Dr Afrāh ʿAbd al-ʿAzīz al-Zūbah
Khālid Abū Bakr Bārās
ʿAbd al-Qādr ʿAlī Hilāl
Muhammad ʿAlī Abū Lahūm
Dr Mʿaīn ʿAbd al-Malik Sʿaīd
Ahmad Abū Bakr Bāzrʿah
Yāssar Ahmad Sālim al-ʿAwādī
Sʿaīd Sālim Bāhqībah
Dr al-ʿAzzi Hibah Allah ʿAlī Sharīm
Muqbil Nāsr Lakrash
ʿAwad Muhammad bin al-Wazīr al-Awlaqī
Ahmad Muhammad al-Qardʿaī
Dr Ahmad ʿAwad bin Mubārak – Rapporteur of the Committee
Approved by:ʿAbdrabbuh Mansūr Hādī, President of the Republic Chairman",,,YEM,,678,,230,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,3,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Yemen,Inter-group,45,"Yemen Inter-group Agreements","Middle East and North Africa",2226,"Agreement Between the Houthis and the Arhab Tribes",2014-02-09,"Multiparty signed/agreed",1,5894,IntraLocal,Cea,Ceas,"The Representatives of the Two Sides:
Sheikh Faris Mujahid Al Jabari
Sheikh Mansour Ali Al Hanq
","The Committee Tasked with Resolving the Conflict and Its Effects in Arhab:
Gen. Ali bin Ali Al Jaifi, Committee Head and Commander of Reserve Forces
Sheikh Muhammad Abdullah Badr Al Din
Sheikh Rabees Ali Wahban
Sheikh Abdulkareem Ahmad Al Maqdashi
Sheikh Mardhi bin Ka’lan
Sheikh Naif Al Awaj
Sheikh Hunain Muhammad Qatinah
Sheikh Ahmad bin Ahmad Mijawhan
Sheikh Naji Murait
Gen. Abdulqadir bin Ali Hilal
Sheikh Omar Al Arhabi

Guarantors:
1.	Sheikh Nabeeh Muhsin Abu Nashtan / Sheikh Muhammad Jaber Al Jamrah
2.	Sheikh Muhammad Sawa / Sheikh Muhammad Nawfal
3.	Sheikh Fadhel Al Qaseer / Sheikh Hayel Saeed Muhsin Marih
4.	Sheikh Muhsin Abu Hadi / Sheikh Abdullah Muhammad Sinan
5.	Hisham Radman / Sheikh Ali Alwan Al Marrani
6.	Abdoh Mahmoud Al Subahi / Sheikh Dakam Muhammad Sawa
7.	Muhammad Ali Al Mahras / Sheikh Mabkhout Bakir
8.	Sheikh Ali Nawfal / Sheikh Ali Muhammad Radman
",,YEM,,678,,230,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,1
Yemen,Inter-group,45,"Yemen Inter-group Agreements","Middle East and North Africa",2005,"Ajmar Agreement",2014-02-04,"Multiparty signed/agreed",1,1186,IntraLocal,Cea,CeaMix,"Signed by the two parties in the Ajmar Nayābita area by Sheikhs of Bani Sarīm Hāshid including Sheikh Ālī Hamīd Jalaydān, Sheikh ‘Adel Hamūd ‘Ataf and other elders, in addition to Ansar Allah representatives and in the presence of dignitaries of Hamdān municipality.
",,,YEM,,678,,230,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
